id,candidato,fecha
173,3,2019-02-10T02:16:46.388183
174,10,2019-02-10T06:04:17.316077
175,2,2019-02-10T13:29:51.001109
176,4,2019-02-10T15:19:33.737322
177,11,2019-02-10T17:37:41.177043
178,17,2019-02-10T21:43:50.316756
179,3,2019-02-11T15:47:24.916176
180,2,2019-02-12T00:55:29.425760
181,3,2019-02-12T19:19:58.601241
182,3,2019-02-12T19:21:00.257711
183,3,2019-02-12T23:35:23.845774
184,1,2019-02-14T02:58:10.376749
185,4,2019-02-14T17:29:13.284325
186,3,2019-02-14T17:45:05.620242
187,3,2019-02-14T17:49:29.518358
188,4,2019-02-14T18:06:29.514130
189,3,2019-02-14T18:08:23.253358
190,17,2019-02-14T18:08:27.678551
191,21,2019-02-14T18:09:49.802634
192,3,2019-02-14T18:10:58.386817
193,4,2019-02-14T18:11:51.878280
194,9,2019-02-14T18:11:53.714752
195,4,2019-02-14T18:12:09.056670
196,4,2019-02-14T18:14:08.089935
197,9,2019-02-14T18:23:51.236433
198,9,2019-02-14T18:23:56.090186
199,4,2019-02-14T18:26:38.030240
200,4,2019-02-14T18:26:53.271180
201,17,2019-02-14T18:37:53.531835
202,4,2019-02-14T18:47:00.127581
203,17,2019-02-15T06:45:04.920821
204,16,2019-02-15T15:48:10.854785
205,11,2019-02-15T15:49:15.025493
206,17,2019-02-17T15:05:41.367956
207,17,2019-02-17T15:24:51.337857
213,3,2019-02-17T18:50:17.234783
215,16,2019-02-18T00:14:22.687839
216,18,2019-02-18T00:24:00.308499
224,18,2019-02-18T16:20:09.593185
227,3,2019-02-18T17:24:07.764679
228,3,2019-02-18T17:32:50.738861
230,20,2019-02-18T17:37:57.969753
233,3,2019-02-18T17:45:33.849681
234,4,2019-02-18T17:48:24.862089
235,4,2019-02-18T17:48:37.350882
236,3,2019-02-18T17:51:48.336974
240,1,2019-02-18T18:04:57.880963
244,21,2019-02-18T18:09:54.527137
246,4,2019-02-18T18:29:48.986042
255,2,2019-02-18T18:53:02.654453
260,4,2019-02-18T19:16:20.113549
265,1,2019-02-18T19:26:34.830129
267,1,2019-02-18T19:30:09.317900
270,17,2019-02-18T19:35:13.906515
274,1,2019-02-18T19:44:58.546824
276,3,2019-02-18T19:48:13.900020
278,17,2019-02-18T19:58:50.400136
281,3,2019-02-18T20:12:06.669813
286,3,2019-02-18T20:50:01.550537
292,10,2019-02-18T21:29:12.306450
296,4,2019-02-18T21:48:51.632324
299,4,2019-02-18T21:58:13.581301
304,9,2019-02-18T22:11:04.787069
305,9,2019-02-18T22:13:07.318261
310,20,2019-02-18T23:23:04.877917
322,4,2019-02-19T00:05:24.646740
335,10,2019-02-19T00:24:51.579547
340,20,2019-02-19T00:37:33.144843
341,6,2019-02-19T00:37:39.140842
347,17,2019-02-19T00:50:38.539170
358,9,2019-02-19T01:23:43.560167
364,3,2019-02-19T01:37:03.262666
376,19,2019-02-19T02:44:49.302125
377,9,2019-02-19T02:44:59.195091
386,10,2019-02-19T03:01:47.993575
388,16,2019-02-19T03:02:12.518066
389,9,2019-02-19T03:04:49.790724
402,10,2019-02-19T09:45:19.573959
412,9,2019-02-19T12:15:12.362455
414,17,2019-02-19T12:34:59.009962
420,11,2019-02-19T12:59:18.268788
423,9,2019-02-19T13:03:05.112999
434,11,2019-02-19T13:35:09.209635
439,17,2019-02-19T13:55:47.356591
440,17,2019-02-19T13:56:08.338658
441,11,2019-02-19T14:00:39.718901
449,17,2019-02-19T14:19:18.751528
451,11,2019-02-19T14:21:50.560431
454,11,2019-02-19T14:25:00.744861
472,11,2019-02-19T15:09:15.294304
473,4,2019-02-19T15:10:46.888268
481,9,2019-02-19T15:26:30.106623
489,17,2019-02-19T15:36:33.040459
494,9,2019-02-19T15:38:21.062062
498,17,2019-02-19T15:40:41.090709
500,17,2019-02-19T15:41:27.174043
502,17,2019-02-19T15:41:59.943553
505,17,2019-02-19T15:43:27.010361
507,20,2019-02-19T15:44:20.186504
511,17,2019-02-19T15:45:18.153207
515,9,2019-02-19T15:45:51.472338
516,17,2019-02-19T15:45:54.364194
527,17,2019-02-19T15:51:01.952962
529,17,2019-02-19T15:51:31.761041
533,17,2019-02-19T15:52:03.060233
534,11,2019-02-19T15:52:18.206772
540,17,2019-02-19T15:53:06.263522
561,17,2019-02-19T16:00:20.480776
562,17,2019-02-19T16:00:26.344387
572,17,2019-02-19T16:03:15.627530
575,17,2019-02-19T16:03:59.741288
582,16,2019-02-19T16:05:27.663008
584,3,2019-02-19T16:06:15.806684
587,11,2019-02-19T16:06:44.091022
589,11,2019-02-19T16:06:57.082739
591,9,2019-02-19T16:07:20.784707
592,9,2019-02-19T16:07:35.765338
598,17,2019-02-19T16:08:43.681832
605,20,2019-02-19T16:10:39.204365
625,16,2019-02-19T16:14:15.154548
631,2,2019-02-19T16:15:51.806987
638,12,2019-02-19T16:16:37.986624
639,12,2019-02-19T16:16:43.126040
651,16,2019-02-19T16:18:26.249554
663,17,2019-02-19T16:19:51.819395
665,9,2019-02-19T16:20:02.349388
667,11,2019-02-19T16:20:31.972681
671,4,2019-02-19T16:21:32.419466
675,17,2019-02-19T16:21:54.755936
677,17,2019-02-19T16:22:20.923681
686,11,2019-02-19T16:23:26.351312
687,17,2019-02-19T16:23:30.643735
700,17,2019-02-19T16:26:12.548150
708,20,2019-02-19T16:27:15.042926
712,17,2019-02-19T16:27:26.314382
717,4,2019-02-19T16:28:17.036088
727,11,2019-02-19T16:29:08.700764
735,17,2019-02-19T16:30:55.678624
740,8,2019-02-19T16:31:43.236249
743,2,2019-02-19T16:32:01.227442
745,10,2019-02-19T16:32:13.913511
768,16,2019-02-19T16:34:23.024615
789,17,2019-02-19T16:36:36.701119
792,17,2019-02-19T16:37:09.696202
803,17,2019-02-19T16:38:11.021249
808,17,2019-02-19T16:38:42.615175
810,18,2019-02-19T16:38:51.285780
843,20,2019-02-19T16:41:29.457490
845,1,2019-02-19T16:41:39.426470
850,11,2019-02-19T16:42:10.956458
855,20,2019-02-19T16:42:29.025698
857,2,2019-02-19T16:42:45.149673
864,4,2019-02-19T16:43:29.228714
865,9,2019-02-19T16:43:38.098799
866,6,2019-02-19T16:43:38.667454
877,17,2019-02-19T16:44:32.615223
879,10,2019-02-19T16:44:34.233525
881,9,2019-02-19T16:44:53.618295
884,4,2019-02-19T16:45:21.170345
896,17,2019-02-19T16:46:17.440415
897,9,2019-02-19T16:46:21.013611
898,17,2019-02-19T16:46:29.669826
906,4,2019-02-19T16:47:08.633251
907,9,2019-02-19T16:47:10.393195
908,17,2019-02-19T16:47:14.399511
912,2,2019-02-19T16:47:38.678922
923,17,2019-02-19T16:48:19.728897
925,18,2019-02-19T16:48:38.767423
932,19,2019-02-19T16:49:08.323270
939,10,2019-02-19T16:49:44.321250
940,9,2019-02-19T16:49:49.718659
947,2,2019-02-19T16:50:44.046693
952,17,2019-02-19T16:51:06.427914
957,1,2019-02-19T16:51:18.235284
960,17,2019-02-19T16:51:26.973077
964,6,2019-02-19T16:51:48.187249
966,17,2019-02-19T16:51:49.212559
973,17,2019-02-19T16:52:06.227617
976,11,2019-02-19T16:52:34.547881
978,16,2019-02-19T16:52:44.626956
980,17,2019-02-19T16:52:46.112816
986,21,2019-02-19T16:53:28.292477
992,9,2019-02-19T16:53:45.902866
995,9,2019-02-19T16:54:07.014121
996,10,2019-02-19T16:54:10.648162
998,17,2019-02-19T16:54:27.817245
1000,9,2019-02-19T16:54:35.074392
1001,9,2019-02-19T16:54:37.753772
1003,11,2019-02-19T16:54:42.699333
1004,3,2019-02-19T16:54:43.056853
1005,9,2019-02-19T16:55:07.759627
1013,17,2019-02-19T16:55:27.797183
1023,9,2019-02-19T16:56:18.094996
1030,19,2019-02-19T16:56:53.858279
1031,11,2019-02-19T16:56:57.366280
1033,2,2019-02-19T16:57:05.112794
1037,17,2019-02-19T16:57:32.609797
1049,9,2019-02-19T16:58:29.903093
1050,1,2019-02-19T16:58:30.751650
1052,9,2019-02-19T16:58:38.058334
1063,17,2019-02-19T16:59:21.883237
1064,16,2019-02-19T16:59:27.960682
1074,1,2019-02-19T17:00:21.691411
1081,3,2019-02-19T17:00:40.773377
1083,3,2019-02-19T17:00:59.348765
1084,21,2019-02-19T17:01:12.550019
1085,17,2019-02-19T17:01:14.222866
1089,17,2019-02-19T17:01:35.760468
1090,9,2019-02-19T17:01:40.792716
1095,11,2019-02-19T17:02:09.932505
1096,1,2019-02-19T17:02:17.358437
1101,10,2019-02-19T17:02:25.235937
1102,5,2019-02-19T17:02:25.772824
1103,17,2019-02-19T17:02:28.118449
1109,17,2019-02-19T17:02:56.703818
1110,17,2019-02-19T17:03:00.905976
1112,10,2019-02-19T17:03:16.621116
1118,17,2019-02-19T17:03:52.508793
1120,4,2019-02-19T17:03:55.351912
1131,4,2019-02-19T17:04:39.125809
1134,17,2019-02-19T17:04:46.287457
1137,20,2019-02-19T17:04:52.824120
1140,8,2019-02-19T17:05:16.247670
1143,9,2019-02-19T17:05:22.897880
1149,10,2019-02-19T17:05:47.545726
1151,17,2019-02-19T17:06:22.407601
1153,17,2019-02-19T17:06:27.678472
1155,9,2019-02-19T17:06:32.838836
1157,11,2019-02-19T17:06:38.966977
1164,10,2019-02-19T17:07:41.969168
1177,17,2019-02-19T17:08:51.750707
1178,10,2019-02-19T17:08:54.045507
1181,9,2019-02-19T17:09:07.233161
1188,17,2019-02-19T17:09:37.830557
1198,21,2019-02-19T17:10:35.741697
1199,9,2019-02-19T17:10:36.939859
1201,9,2019-02-19T17:10:41.544644
1206,1,2019-02-19T17:11:08.498570
1207,21,2019-02-19T17:11:11.156135
1208,6,2019-02-19T17:11:14.494224
1216,21,2019-02-19T17:11:39.932277
1217,16,2019-02-19T17:11:48.643117
1231,17,2019-02-19T17:12:41.465113
1232,20,2019-02-19T17:12:43.680283
1235,17,2019-02-19T17:12:56.497282
1238,17,2019-02-19T17:13:03.237359
1247,9,2019-02-19T17:13:34.208367
1259,20,2019-02-19T17:14:39.134714
1263,16,2019-02-19T17:14:57.934332
1265,4,2019-02-19T17:15:07.357484
1266,16,2019-02-19T17:15:14.080385
1268,20,2019-02-19T17:15:19.885576
1269,18,2019-02-19T17:15:20.908488
1270,1,2019-02-19T17:15:24.711649
1272,11,2019-02-19T17:15:26.876123
1274,20,2019-02-19T17:15:38.482127
1277,17,2019-02-19T17:15:45.596981
1280,17,2019-02-19T17:15:54.856279
1282,17,2019-02-19T17:16:00.927391
1288,17,2019-02-19T17:16:24.237509
1297,20,2019-02-19T17:17:08.178108
1304,4,2019-02-19T17:17:28.639039
1306,10,2019-02-19T17:17:29.640053
1310,9,2019-02-19T17:17:33.172260
1311,20,2019-02-19T17:17:36.768844
1314,4,2019-02-19T17:17:44.611167
1316,20,2019-02-19T17:17:56.889873
1320,21,2019-02-19T17:18:01.695025
1323,9,2019-02-19T17:18:04.651388
1329,17,2019-02-19T17:18:15.577990
1337,17,2019-02-19T17:18:48.381338
1344,10,2019-02-19T17:19:05.859686
1346,21,2019-02-19T17:19:18.501133
1348,17,2019-02-19T17:19:21.138148
1355,9,2019-02-19T17:19:53.428397
1356,3,2019-02-19T17:19:55.832550
1358,9,2019-02-19T17:20:03.525646
1360,2,2019-02-19T17:20:07.972099
1361,6,2019-02-19T17:20:08.433972
1368,18,2019-02-19T17:20:31.926527
1373,10,2019-02-19T17:20:40.699858
1394,9,2019-02-19T17:21:57.340658
1402,17,2019-02-19T17:22:23.075380
1409,17,2019-02-19T17:22:53.389611
1410,3,2019-02-19T17:22:54.676098
1414,9,2019-02-19T17:23:10.622177
1415,21,2019-02-19T17:23:10.865827
1416,16,2019-02-19T17:23:18.995984
1419,9,2019-02-19T17:23:32.730534
1423,17,2019-02-19T17:23:47.132606
1425,20,2019-02-19T17:23:48.879264
1440,17,2019-02-19T17:24:52.664913
1441,9,2019-02-19T17:24:55.260215
1442,21,2019-02-19T17:24:57.867597
1445,9,2019-02-19T17:25:07.912189
1458,17,2019-02-19T17:25:48.643640
1462,2,2019-02-19T17:25:57.467770
1467,17,2019-02-19T17:26:00.650877
1469,17,2019-02-19T17:26:01.730410
1471,9,2019-02-19T17:26:11.579695
1474,9,2019-02-19T17:26:23.089091
1475,9,2019-02-19T17:26:25.336448
1477,4,2019-02-19T17:26:27.127097
1482,9,2019-02-19T17:26:41.899460
1495,3,2019-02-19T17:27:26.671361
1497,17,2019-02-19T17:27:27.193611
1507,9,2019-02-19T17:27:58.643411
1516,9,2019-02-19T17:28:40.132478
1519,3,2019-02-19T17:28:48.209561
1523,17,2019-02-19T17:28:55.302982
1524,3,2019-02-19T17:29:00.986830
1530,4,2019-02-19T17:29:20.483007
1531,9,2019-02-19T17:29:23.988874
1534,16,2019-02-19T17:29:32.488932
1535,9,2019-02-19T17:29:39.369183
1543,16,2019-02-19T17:30:03.777839
1548,11,2019-02-19T17:30:18.619602
1550,3,2019-02-19T17:30:23.835388
1553,17,2019-02-19T17:30:34.805914
1556,2,2019-02-19T17:30:36.877156
1569,3,2019-02-19T17:31:14.447133
1581,8,2019-02-19T17:31:33.596384
1583,9,2019-02-19T17:31:36.336578
1594,10,2019-02-19T17:32:10.132568
1601,11,2019-02-19T17:32:18.373926
1611,17,2019-02-19T17:32:40.365153
1616,20,2019-02-19T17:32:53.029120
1626,10,2019-02-19T17:33:22.959167
1632,10,2019-02-19T17:33:41.809118
1639,9,2019-02-19T17:33:57.829256
1645,17,2019-02-19T17:34:07.738134
1648,3,2019-02-19T17:34:16.815971
1653,2,2019-02-19T17:34:41.546425
1659,16,2019-02-19T17:34:54.909978
1664,9,2019-02-19T17:35:04.030955
1673,17,2019-02-19T17:35:33.966586
1678,11,2019-02-19T17:35:39.124715
1680,9,2019-02-19T17:35:40.443208
1694,17,2019-02-19T17:36:19.635544
1696,10,2019-02-19T17:36:21.029846
1699,17,2019-02-19T17:36:25.433544
1702,20,2019-02-19T17:36:31.448318
1703,17,2019-02-19T17:36:31.792209
1707,6,2019-02-19T17:36:42.893898
1708,10,2019-02-19T17:36:44.204087
1711,17,2019-02-19T17:36:47.495535
1717,3,2019-02-19T17:37:06.277378
1719,9,2019-02-19T17:37:06.403276
1734,16,2019-02-19T17:37:46.365248
1737,17,2019-02-19T17:37:47.524576
1741,9,2019-02-19T17:37:56.141982
1756,3,2019-02-19T17:38:55.163620
1761,11,2019-02-19T17:39:09.263350
1764,9,2019-02-19T17:39:10.443730
1765,9,2019-02-19T17:39:12.176934
1766,17,2019-02-19T17:39:27.383738
1771,9,2019-02-19T17:39:38.864505
1772,17,2019-02-19T17:39:39.619307
1773,3,2019-02-19T17:39:56.328397
1779,17,2019-02-19T17:40:03.009181
1780,16,2019-02-19T17:40:03.410852
1781,16,2019-02-19T17:40:04.782529
1786,17,2019-02-19T17:40:24.821570
1790,3,2019-02-19T17:40:32.101700
1794,17,2019-02-19T17:40:41.217240
1796,10,2019-02-19T17:40:48.223875
1798,2,2019-02-19T17:40:52.976730
1803,10,2019-02-19T17:40:57.640665
1804,4,2019-02-19T17:40:57.137571
1805,11,2019-02-19T17:40:58.898496
1806,6,2019-02-19T17:41:01.059490
1819,18,2019-02-19T17:41:30.956290
1821,9,2019-02-19T17:41:32.431926
1829,17,2019-02-19T17:41:45.911873
1834,21,2019-02-19T17:41:53.363567
1846,17,2019-02-19T17:42:16.774149
1849,3,2019-02-19T17:42:21.866840
1852,4,2019-02-19T17:42:27.898047
1857,17,2019-02-19T17:42:41.330215
1858,18,2019-02-19T17:42:42.721132
1863,18,2019-02-19T17:43:01.437182
1869,17,2019-02-19T17:43:11.281363
1871,11,2019-02-19T17:43:16.996379
1874,17,2019-02-19T17:43:31.546028
1875,18,2019-02-19T17:43:33.928271
1884,16,2019-02-19T17:44:01.230632
1886,17,2019-02-19T17:44:04.222178
1887,17,2019-02-19T17:44:05.496505
1892,9,2019-02-19T17:44:14.795623
1894,10,2019-02-19T17:44:15.999617
1895,9,2019-02-19T17:44:19.538391
1910,9,2019-02-19T17:44:45.969447
1919,2,2019-02-19T17:45:01.839918
1920,17,2019-02-19T17:45:02.714317
1921,17,2019-02-19T17:45:09.227712
1926,17,2019-02-19T17:45:13.675927
1927,17,2019-02-19T17:45:15.306988
1930,2,2019-02-19T17:45:25.895876
1934,17,2019-02-19T17:45:36.209965
1935,17,2019-02-19T17:45:36.305665
1960,12,2019-02-19T17:46:44.280635
1962,3,2019-02-19T17:46:47.798657
1968,17,2019-02-19T17:46:58.737488
1979,9,2019-02-19T17:47:09.766202
1980,3,2019-02-19T17:47:12.264618
1981,17,2019-02-19T17:47:13.408269
1987,9,2019-02-19T17:47:25.644310
1988,20,2019-02-19T17:47:27.776136
2000,10,2019-02-19T17:48:01.949579
2002,9,2019-02-19T17:48:10.654743
2003,1,2019-02-19T17:48:11.762334
2004,17,2019-02-19T17:48:19.395751
2010,2,2019-02-19T17:48:43.052835
2011,17,2019-02-19T17:48:44.215015
2013,3,2019-02-19T17:48:46.254720
2032,9,2019-02-19T17:49:18.885964
2035,3,2019-02-19T17:49:22.691713
2039,10,2019-02-19T17:49:26.206731
2045,11,2019-02-19T17:49:40.588158
2046,4,2019-02-19T17:49:41.911880
2055,18,2019-02-19T17:49:59.922361
2059,4,2019-02-19T17:50:07.181858
2061,9,2019-02-19T17:50:08.795125
2065,18,2019-02-19T17:50:16.536621
2073,17,2019-02-19T17:50:32.822782
2074,4,2019-02-19T17:50:34.633275
2078,4,2019-02-19T17:50:39.017804
2088,9,2019-02-19T17:50:54.553275
2089,10,2019-02-19T17:51:00.075057
2094,19,2019-02-19T17:51:03.156119
2096,21,2019-02-19T17:51:07.234684
2098,9,2019-02-19T17:51:08.833748
2103,9,2019-02-19T17:51:14.823965
2107,17,2019-02-19T17:51:26.326420
2115,21,2019-02-19T17:51:46.585604
2117,2,2019-02-19T17:51:47.691983
2119,16,2019-02-19T17:51:50.785632
2130,17,2019-02-19T17:52:26.575609
2134,11,2019-02-19T17:52:32.686089
2141,17,2019-02-19T17:52:40.841029
2148,11,2019-02-19T17:52:54.546030
2150,17,2019-02-19T17:52:55.713007
2153,10,2019-02-19T17:52:59.389659
2163,10,2019-02-19T17:53:19.525078
2166,1,2019-02-19T17:53:26.877328
2168,17,2019-02-19T17:53:29.297347
2184,17,2019-02-19T17:53:58.379566
2187,17,2019-02-19T17:54:15.374724
2196,9,2019-02-19T17:54:24.441669
2199,17,2019-02-19T17:54:26.075127
2202,17,2019-02-19T17:54:35.414225
2208,17,2019-02-19T17:55:02.404171
2211,17,2019-02-19T17:55:04.414604
2215,17,2019-02-19T17:55:11.675559
2222,9,2019-02-19T17:55:30.565179
2223,17,2019-02-19T17:55:31.376491
2225,10,2019-02-19T17:55:39.571779
2234,17,2019-02-19T17:55:57.558146
2239,3,2019-02-19T17:56:02.876602
2241,17,2019-02-19T17:56:06.765379
2245,9,2019-02-19T17:56:09.490302
2253,17,2019-02-19T17:56:24.432001
2258,21,2019-02-19T17:56:37.068016
2261,17,2019-02-19T17:56:41.347064
2266,18,2019-02-19T17:56:52.601990
2268,11,2019-02-19T17:56:55.364521
2270,3,2019-02-19T17:57:03.450403
2272,11,2019-02-19T17:57:05.584866
2285,17,2019-02-19T17:57:20.583850
2287,19,2019-02-19T17:57:22.945165
2288,17,2019-02-19T17:57:23.005199
2299,17,2019-02-19T17:57:39.969547
2303,16,2019-02-19T17:57:48.648615
2309,4,2019-02-19T17:58:03.820658
2310,17,2019-02-19T17:58:04.574767
2315,17,2019-02-19T17:58:08.524974
2317,20,2019-02-19T17:58:14.298566
2319,18,2019-02-19T17:58:16.685600
2329,20,2019-02-19T17:58:37.500993
2332,17,2019-02-19T17:58:40.588154
2338,3,2019-02-19T17:58:55.201333
2345,16,2019-02-19T17:59:18.393325
2347,3,2019-02-19T17:59:20.730220
2350,9,2019-02-19T17:59:23.304652
2354,10,2019-02-19T17:59:28.317538
2355,17,2019-02-19T17:59:29.038337
2357,3,2019-02-19T17:59:32.198904
2358,19,2019-02-19T17:59:33.671746
2360,17,2019-02-19T17:59:36.224070
2362,2,2019-02-19T17:59:35.650204
2363,17,2019-02-19T17:59:38.455537
2365,19,2019-02-19T17:59:40.804304
2381,17,2019-02-19T18:00:02.352520
2382,2,2019-02-19T18:00:02.875526
2386,9,2019-02-19T18:00:05.317702
2390,4,2019-02-19T18:00:06.272986
2394,17,2019-02-19T18:00:21.406277
2397,4,2019-02-19T18:00:25.821688
2398,18,2019-02-19T18:00:27.385355
2404,9,2019-02-19T18:00:39.053654
2408,1,2019-02-19T18:00:49.048082
2412,17,2019-02-19T18:00:56.892595
2423,19,2019-02-19T18:01:13.562279
2424,10,2019-02-19T18:01:16.537907
2430,1,2019-02-19T18:01:21.119457
2431,9,2019-02-19T18:01:23.662156
2432,17,2019-02-19T18:01:24.012570
2439,17,2019-02-19T18:01:41.631063
2452,9,2019-02-19T18:02:07.961411
2453,2,2019-02-19T18:02:10.375150
2455,3,2019-02-19T18:02:12.985653
2456,11,2019-02-19T18:02:13.040534
2461,10,2019-02-19T18:02:22.559642
2463,3,2019-02-19T18:02:27.922765
2470,3,2019-02-19T18:02:36.784759
2473,21,2019-02-19T18:02:40.824491
2475,17,2019-02-19T18:02:44.848242
2476,16,2019-02-19T18:02:50.452740
2477,9,2019-02-19T18:02:52.583048
2478,10,2019-02-19T18:02:56.419529
2487,17,2019-02-19T18:03:07.563182
2492,17,2019-02-19T18:03:17.586800
2494,4,2019-02-19T18:03:20.488100
2496,11,2019-02-19T18:03:24.329401
2498,21,2019-02-19T18:03:27.921171
2500,4,2019-02-19T18:03:29.660685
2508,21,2019-02-19T18:03:37.575890
2509,10,2019-02-19T18:03:38.561953
2514,11,2019-02-19T18:03:51.201450
2515,4,2019-02-19T18:03:52.295174
2516,16,2019-02-19T18:03:53.167051
2518,3,2019-02-19T18:03:54.266737
2521,3,2019-02-19T18:03:58.746412
2525,9,2019-02-19T18:04:00.413179
2528,4,2019-02-19T18:04:03.543743
2531,17,2019-02-19T18:04:05.706160
2539,4,2019-02-19T18:04:17.093947
2549,1,2019-02-19T18:04:38.580132
